"PERIOD"|"CITY_ID"|"COLLECTION_ID"|"TITLE"|"DESCRIPTION"|"URL"|"SHARE_URL"|"RESTAURANT_COUNT"|"INSERT_DT"
"201802"|"4"|"933"|"SR`_g MZ_[["|"Great deals on booze. Happy hours indeed"|"https://www.zomato.com/bangalore/happy-hours?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/339"|"10"|"2018-02-27 10:06:29"
"201802"|"4"|"744277"|"Ommqg[k ^eaX dVccOb^LX]["|"Explore the most popular Zomato Gold partner restaurants"|"https://www.zomato.com/bangalore/popular-gold-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/277744"|"19"|"2018-02-27 10:06:29"
"201802"|"4"|"297296"|"Opbidof WeaX DVccOb^LX]["|"Pamper yourself at premium and top-rated restaurants from the Zomato Gold stable!"|"https://www.zomato.com/bangalore/zomato-gold-premium-select?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/269279"|"17"|"2018-02-27 10:06:29"
"201802"|"4"|"862247"|"Cim jjjZY Si IV^L 22"|"Live life with a little spice"|"https://www.zomato.com/bangalore/spiciest-restaurants-in-town?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/274826"|"17"|"2018-02-27 10:06:29"
"201802"|"4"|"68"|"OXWc X\ M LJZ"|"The best bars to relax and enjoy a cold one."|"https://www.zomato.com/bangalore/best-beer-bars?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/86"|"30"|"2018-02-27 10:06:29"
"201802"|"4"|"3"|"Z]ZMY^RK"|"The perfect spots for a romantic meal"|"https://www.zomato.com/bangalore/romantic-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/3"|"26"|"2018-02-27 10:06:29"
"201802"|"4"|"772"|"TeWRd IbRQO]["|"Eat to your heart's content"|"https://www.zomato.com/bangalore/best-buffet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/277"|"44"|"2018-02-27 10:06:29"
"201802"|"4"|"31"|"Z]\R_YY["|"Dine like you're on top of the world"|"https://www.zomato.com/bangalore/rooftop-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/13"|"30"|"2018-02-27 10:06:29"
"201802"|"4"|"91"|"LZ[Z[V U`VQYNUa"|"Restaurants serving the best vegetarian fare"|"https://www.zomato.com/bangalore/vegetarian-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/19"|"42"|"2018-02-27 10:06:29"
"201802"|"4"|"02"|"WhZUg LbTOXRL]]["|"Sweet or savoury, pancakes or eggs benny, treat yourself to all the classic & quirky dishes at these breakfast & brunch places near you"|"https://www.zomato.com/bangalore/great-breakfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/20"|"26"|"2018-02-27 10:06:29"
"201802"|"4"|"57"|"R[hh TRbb , [_K["|"The top places to enjoy a drink"|"https://www.zomato.com/bangalore/best-bars-and-pubs?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/75"|"46"|"2018-02-27 10:06:29"
"201802"|"4"|"9"|"B]Vd`RaSdQ]SN["|"For the times when bottled brews just do not cut it"|"https://www.zomato.com/bangalore/microbreweries?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/9"|"22"|"2018-02-27 10:06:29"
"201802"|"4"|"15"|"Tj`ba]T`e QW_eLXR["|"Hyderabadi, Kolkata, Lucknawi...the choice is yours"|"https://www.zomato.com/bangalore/biryani?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/51"|"58"|"2018-02-27 10:06:29"
"201802"|"4"|"834"|"RcUPb OLPN["|"Grab a bite to eat, a cup of coffee, and catch up with friends or family"|"https://www.zomato.com/bangalore/top-cafes?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/438"|"40"|"2018-02-27 10:06:29"
"201802"|"4"|"21"|"FdW^We U`VQYNUa"|"Your top options when dining on a budget"|"https://www.zomato.com/bangalore/cheap-eats?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/12"|"20"|"2018-02-27 10:06:29"
"201802"|"4"|"733"|"XdXldiee _U VaYTJJ"|"Butter chicken, naan and lassi. And so much more"|"https://www.zomato.com/bangalore/punjabi-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/337"|"38"|"2018-02-27 10:06:29"
"201802"|"4"|"522"|"Yhjfbh QUYSWO"|"The best restaurants in town for a complete fine-dining experience."|"https://www.zomato.com/bangalore/fine-dining-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/225"|"50"|"2018-02-27 10:06:29"
"201802"|"4"|"85"|"K[g-Qi^Ua UU[WPMNSN["|"The best places for Asian fare"|"https://www.zomato.com/bangalore/asian-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/58"|"38"|"2018-02-27 10:06:29"
"201802"|"4"|"84"|"GhbVb aRMQYXL"|"The best seafood places in town"|"https://www.zomato.com/bangalore/seafood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/48"|"33"|"2018-02-27 10:06:29"
"201802"|"4"|"04"|"EhUTb `ZY]P"|"Knock yourself out with these classic & creative desserts from cakes & cookies to doughnuts & ice creams"|"https://www.zomato.com/bangalore/dessert-places?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/40"|"33"|"2018-02-27 10:06:29"
"201802"|"4"|"801"|"Dsokk_Zf 5 ZXVZdT`_MYOJV"|"The best flavors from continental Europe."|"https://www.zomato.com/bangalore/continental-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/108"|"33"|"2018-02-27 10:06:29"
"201802"|"4"|"25"|"UgcmW_ SSYURR]["|"Refreshingly delicious frozen desserts"|"https://www.zomato.com/bangalore/frozen-delights?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/52"|"42"|"2018-02-27 10:06:29"
"201802"|"4"|"443"|"Whee SSYUaO[a"|"Get your grub right at your doorstep"|"https://www.zomato.com/bangalore/delivery-only-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/344"|"17"|"2018-02-27 10:06:29"
"201802"|"4"|"6"|"I]o_ F`]]h DVccOb^LX]["|"Banish those midnight cravings with our handy list of late night & 24-hour restaurants serving all your favourite comfort foods"|"https://www.zomato.com/bangalore/late-night-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/6"|"19"|"2018-02-27 10:06:29"
"201801"|"4"|"1"|"Mj\dY]aY dWW` bONS"|"The most popular restaurants in town this week"|"https://www.zomato.com/ncr/top-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/1"|"30"|"2018-01-28 22:25:13"
"201801"|"4"|"825247"|"Zk]Xj ZbaU5 \\ M_UT"|"The hunt for the highest-rated restaurants in your city ends here"|"https://www.zomato.com/ncr/great-food-no-bull?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/274852"|"49"|"2018-01-28 22:25:13"
"201801"|"4"|"92"|"ZWh\h U\PXNL"|"The best new places in town"|"https://www.zomato.com/ncr/best-new-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/29"|"32"|"2018-01-28 22:25:13"
"201801"|"4"|"2"|"IjbWSj Q`bZNRN["|"Just about the perfect way to end the week"|"https://www.zomato.com/ncr/sunday-brunch?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/2"|"6"|"2018-01-28 22:25:13"
"201801"|"4"|"733276"|"OfTTZQ] [URR]["|"After cloud, sun shines!"|"https://www.zomato.com/ncr/arabian-nights?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/267733"|"17"|"2018-01-28 22:25:13"
"201801"|"4"|"933"|"SR`_g MZ_[["|"Great deals on booze. Happy hours indeed"|"https://www.zomato.com/ncr/happy-hours?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/339"|"11"|"2018-01-28 22:25:13"
"201801"|"4"|"744277"|"Ommqg[k WeaX DVccOb^LX]["|"Explore the most popular Zomato Gold partner restaurants"|"https://www.zomato.com/ncr/popular-gold-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/277744"|"17"|"2018-01-28 22:25:13"
"201801"|"4"|"297296"|"Opbidof WeaX DVccOb^LX]["|"Pamper yourself at premium and top-rated restaurants from the Zomato Gold stable!"|"https://www.zomato.com/ncr/zomato-gold-premium-select?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/269279"|"11"|"2018-01-28 22:25:13"
"201801"|"4"|"862247"|"Cim JjjZY Si IV^L 22"|"Live life with a little spice"|"https://www.zomato.com/ncr/spiciest-restaurants-in-town?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/274826"|"18"|"2018-01-28 22:25:13"
"201801"|"4"|"68"|"OXWc X\ M LJZ"|"The best bars to relax and enjoy a cold one."|"https://www.zomato.com/ncr/best-beer-bars?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/86"|"25"|"2018-01-28 22:25:13"
"201801"|"4"|"3"|"Z]ZMY^RK"|"The perfect spots for a romantic meal"|"https://www.zomato.com/ncr/romantic-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/3"|"26"|"2018-01-28 22:25:13"
"201801"|"4"|"772"|"TeWRd IbRQO]["|"Eat to your heart's content"|"https://www.zomato.com/ncr/best-buffet?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/277"|"45"|"2018-01-28 22:25:13"
"201801"|"4"|"31"|"Z]\R_YY["|"Dine like you're on top of the world"|"https://www.zomato.com/ncr/rooftop-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/13"|"26"|"2018-01-28 22:25:13"
"201801"|"4"|"91"|"LZ[Z[V N`VQYNUa"|"Restaurants serving the best vegetarian fare"|"https://www.zomato.com/ncr/vegetarian-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/19"|"40"|"2018-01-28 22:25:13"
"201801"|"4"|"02"|"WhZUg LbTOXRL]]["|"Sweet or savoury, pancakes or eggs benny, treat yourself to all the classic & quirky dishes at these breakfast & brunch places near you"|"https://www.zomato.com/ncr/great-breakfast?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/20"|"24"|"2018-01-28 22:25:13"
"201801"|"4"|"57"|"R[hh TRbb , [_K["|"The top places to enjoy a drink"|"https://www.zomato.com/ncr/best-bars-and-pubs?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/75"|"43"|"2018-01-28 22:25:13"
"201801"|"4"|"9"|"B]Vd`RaSdQ]SN["|"For the times when bottled brews just do not cut it"|"https://www.zomato.com/ncr/microbreweries?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/9"|"23"|"2018-01-28 22:25:13"
"201801"|"4"|"15"|"Tj`ba]T`e QW_eLXR["|"Hyderabadi, Kolkata, Lucknawi...the choice is yours"|"https://www.zomato.com/ncr/biryani?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/51"|"52"|"2018-01-28 22:25:13"
"201801"|"4"|"834"|"RcUPb OLPN["|"Grab a bite to eat, a cup of coffee, and catch up with friends or family"|"https://www.zomato.com/ncr/top-cafes?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/438"|"40"|"2018-01-28 22:25:13"
"201801"|"4"|"21"|"FdW^We N`VQYNUa"|"Your top options when dining on a budget"|"https://www.zomato.com/ncr/cheap-eats?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/12"|"21"|"2018-01-28 22:25:13"
"201801"|"4"|"733"|"XdXldiee _U VaYTJJ"|"Butter chicken, naan and lassi. And so much more"|"https://www.zomato.com/ncr/punjabi-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/337"|"35"|"2018-01-28 22:25:13"
"201801"|"4"|"522"|"Yhjfbh QUYSWO"|"The best restaurants in town for a complete fine-dining experience."|"https://www.zomato.com/ncr/fine-dining-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/225"|"50"|"2018-01-28 22:25:13"
"201801"|"4"|"85"|"K[g-Qi^Ua UU[WPMNSN["|"The best places for Asian fare"|"https://www.zomato.com/ncr/asian-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/58"|"35"|"2018-01-28 22:25:13"
"201801"|"4"|"84"|"GhbVb aRMQYXL"|"The best seafood places in town"|"https://www.zomato.com/ncr/seafood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/48"|"33"|"2018-01-28 22:25:13"
"201801"|"4"|"04"|"EhUTb `ZY]P"|"Knock yourself out with these classic & creative desserts from cakes & cookies to doughnuts & ice creams"|"https://www.zomato.com/ncr/dessert-places?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/40"|"36"|"2018-01-28 22:25:13"
"201801"|"4"|"801"|"Dsokk_Zf 5 ZXVZdT`_MYOJV"|"The best flavors from continental Europe."|"https://www.zomato.com/ncr/continental-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/108"|"33"|"2018-01-28 22:25:13"
"201801"|"4"|"25"|"UgcmW_ SSYURR]["|"Refreshingly delicious frozen desserts"|"https://www.zomato.com/ncr/frozen-delights?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/52"|"42"|"2018-01-28 22:25:13"
"201801"|"4"|"443"|"Whee SSYUaO[a"|"Get your grub right at your doorstep"|"https://www.zomato.com/ncr/delivery-only-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/344"|"17"|"2018-01-28 22:25:13"
"201801"|"4"|"6"|"I]o_ F`]]h DVccOb^LX]["|"Banish those midnight cravings with our handy list of late night & 24-hour restaurants serving all your favourite comfort foods"|"https://www.zomato.com/ncr/late-night-restaurants?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/6"|"20"|"2018-01-28 22:25:13"
"201801"|"4"|"043"|"Ki\c\j Ze[V^SZf MK[["|"The best and most affordable booze your city has to offer"|"https://www.zomato.com/ncr/cheap-bars?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/340"|"14"|"2018-01-28 22:25:13"
"201801"|"4"|"5"|"Z^W^Sdc Pb^RO[["|"Hamburgers, grilled burgers, veggie burgers or just a classic cheeseburger, these burger places near you are acing the B-game"|"https://www.zomato.com/ncr/best-burger?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/5"|"31"|"2018-01-28 22:25:13"
"201801"|"4"|"7"|"D\]ZbWSci ]b`WO]["|"They say old is gold and here's the proof"|"https://www.zomato.com/ncr/legendary-places?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/7"|"44"|"2018-01-28 22:25:13"
"201802"|"4"|"043"|"Ki\c\j Ze[V^SZf MK[["|"The best and most affordable booze your city has to offer"|"https://www.zomato.com/bangalore/cheap-bars?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/340"|"14"|"2018-02-27 10:06:29"
"201802"|"4"|"5"|"Z^W^Sdc Pb^RO[["|"Hamburgers, grilled burgers, veggie burgers or just a classic cheeseburger, these burger places near you are acing the B-game"|"https://www.zomato.com/bangalore/best-burger?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"|"http://www.zoma.to/c-4/5"|"31"|"2018-02-27 10:06:29"
